,summary,Mitigation,Impact,Causes,Hazard,word
that devastated,6.433521287375538,0.08130877109530847,-0.20654088632400122,-0.10146470071472899,0.1711324013709127,that devastated
devastated the,7.087888592899863,0.08386715396114107,-0.21531902716169637,-0.10598670014518513,0.17776797813766734,devastated the
Victorian,5.404984007622654,0.07589779518768164,-0.1885864548792362,-0.09224335519741558,0.15737364882178517,Victorian
the victoria+n,5.404984007622654,0.07589779518768164,-0.1885864548792362,-0.09224335519741558,0.15737364882178517,the victoria+n
town,7.402035198196284,0.11026104120711873,-0.19628319674900502,-0.08418465881865739,0.1260973996206429,town
victoria+n town,5.026861425100245,0.07328431615979804,-0.18017325668211076,-0.08792600456130746,0.1508264277278657,victoria+n town
Casterton,4.803825139306481,0.07152543308029281,-0.17459563288043128,-0.08506255730326535,0.14644660440571636,Casterton
town casterton,4.803825139306481,0.07152543308029281,-0.17459563288043128,-0.08506255730326535,0.14644660440571636,town casterton
Kim,5.8601860445592955,0.07855079414657758,-0.19729321680167156,-0.09671229116799436,0.1640797368210711,Kim
casterton kim,4.567132361865499,0.06944621237051776,-0.16808411210488772,-0.08171706853398075,0.14129137546165674,casterton kim
Jeffrey,5.779650598397335,0.07811501897046343,-0.19585087648227772,-0.0959717402938666,0.162973440140991,Jeffrey
kim jeffrey,5.779650598397335,0.07811501897046343,-0.19585087648227772,-0.0959717402938666,0.162973440140991,kim jeffrey
marked,4.36882635604841,0.06750716360268597,-0.16208718426717048,-0.07863245920210724,0.1365015039372879,marked
jeffrey marked,4.36882635604841,0.06750716360268597,-0.16208718426717048,-0.07863245920210724,0.1365015039372879,jeffrey marked
marked the,7.087888592899863,0.08386715396114107,-0.21531902716169637,-0.10598670014518513,0.17776797813766734,marked the
anniversary,4.223564641341767,0.06595524362439842,-0.15733749465218633,-0.07618638822938884,0.1326779826454189,anniversary
the anniversary,4.223564641341767,0.06595524362439842,-0.15733749465218633,-0.07618638822938884,0.1326779826454189,the anniversary
anniversary the,7.087888592899863,0.08386715396114107,-0.21531902716169637,-0.10598670014518513,0.17776797813766734,anniversary the
same,4.054421574529157,0.06398815389998358,-0.15137807194729574,-0.07311289209696172,0.12784186488172972,same
the sam+e,4.054421574529157,0.06398815389998358,-0.15137807194729574,-0.07311289209696172,0.12784186488172972,the sam+e
way,4.009246254084037,0.06343071954225409,-0.14970126335801592,-0.07224712091493682,0.1264731369496159,way
sam+e way,4.009246254084037,0.06343071954225409,-0.14970126335801592,-0.07224712091493682,0.1264731369496159,sam+e way
she,3.97524884556844,0.06300167972563522,-0.14841419402383155,-0.07158226998521501,0.12542011842460798,she
way she,3.97524884556844,0.06300167972563522,-0.14841419402383155,-0.07158226998521501,0.12542011842460798,way she
she has,3.942979159861129,0.0625866305214568,-0.1471719755814398,-0.07094032483372886,0.12440178224615177,she has
spent,3.912294053640446,0.06218470908161713,-0.14597172230677963,-0.07031981561534134,0.12341595626151552,spent
has spent,3.912294053640446,0.06218470908161713,-0.14597172230677963,-0.07031981561534134,0.12341595626151552,has spent
most,4.940365092947668,0.07262334457486162,-0.1780695447738779,-0.08684618001651576,0.14917828658148044,most
spent most,3.868963551417198,0.06160474468623752,-0.14424437150443495,-0.06942636371822793,0.12199390978181293,spent most
most 2025,3.815661580766474,0.0608706422343422,-0.1420656177975948,-0.0682986624776066,0.12019465349159214,most 2025
2025 living,3.772695314217754,0.060261601187442004,-0.1402644564385512,-0.06736573414565168,0.11870245965031621,2025 living
caravan,5.112770346583568,0.0739160548254565,-0.1821928072867903,-0.08896247720974766,0.15240440396917862,caravan
living caravan,3.7058394614613555,0.05928173390863387,-0.13737864437692793,-0.06586970313479629,0.11630257664503336,living caravan
her,4.815364249451451,0.07162092739776083,-0.1748967898549082,-0.08521720934805818,0.14668392069234878,her
caravan her,3.650948401864927,0.058446448413791555,-0.13493015190572238,-0.06459908813123995,0.11425747589893968,caravan her
driveway,4.937499512854825,0.07260100221484697,-0.17799859815585517,-0.08680976009204405,0.14912262450366776,driveway
her driveway,3.63230190003777,0.058156114007407146,-0.134081533539951,-0.06415842337458522,0.11354674082651668,her driveway
the caravan,3.571825437446799,0.05719051659196067,-0.13126813991717912,-0.0626964291619548,0.11118329316264847,the caravan
parked,3.5402302147962414,0.05667098226529327,-0.1297600382700428,-0.061912043407032276,0.1099118038083916,parked
caravan parked,3.5402302147962414,0.05667098226529327,-0.1297600382700428,-0.061912043407032276,0.1099118038083916,caravan parked
parked kim,3.5033633997592024,0.05605115333024807,-0.12796588493241343,-0.06097823377098048,0.10839493707454739,parked kim
jeffrey driveway,3.4560439369878733,0.05523330135071094,-0.12560689449714493,-0.05974935514642221,0.10639350854065194,jeffrey driveway
supposed,3.4159816101439513,0.054520499604838665,-0.12355856231257835,-0.05868128777711275,0.10464911524923849,supposed
driveway supposed,3.4159816101439513,0.054520499604838665,-0.12355856231257835,-0.05868128777711275,0.10464911524923849,driveway supposed
temporary,3.373724629212342,0.05374753119571563,-0.12134527801270048,-0.05752611998447339,0.10275734427650775,temporary
supposed temporary,3.373724629212342,0.05374753119571563,-0.12134527801270048,-0.05752611998447339,0.10275734427650775,supposed temporary
place,6.950554764323071,0.07684986851000544,-0.07152141206386553,0.003089692723600639,-0.012301293189063424,place
lay,3.3135126222134312,0.0526068715766663,-0.11809402952726593,-0.05582711656142437,0.0999652323616992,lay
place lay,3.3135126222134312,0.0526068715766663,-0.11809402952726593,-0.05582711656142437,0.0999652323616992,place lay
lay her,3.3042456282241845,0.05242706602938616,-0.11758312307835186,-0.05555990183723564,0.09952503854185314,lay her
head,3.2951770014204422,0.05224998234376192,-0.11708037220041999,-0.05529689081845391,0.09909148802268541,head
her head,3.2951770014204422,0.05224998234376192,-0.11708037220041999,-0.05529689081845391,0.09909148802268541,her head
head for,3.284109478527736,0.052032340521894815,-0.11646304559702851,-0.05497385597353198,0.0985586107410998,head for
for few,3.2712048514848218,0.05177643074144642,-0.11573797723638356,-0.05459432284862756,0.09793199423922166,for few
weeks,3.2628201456134622,0.05160890552008529,-0.11526379676949366,-0.0543460457138053,0.09752176793597375,weeks
few week+s,3.2628201456134622,0.05160890552008529,-0.11526379676949366,-0.0543460457138053,0.09752176793597375,few week+s
maybe,3.2485474068967295,0.051321447314837156,-0.11445100558549588,-0.0539203454238248,0.09681780434617397,maybe
week+s mayb+e,3.2485474068967295,0.051321447314837156,-0.11445100558549588,-0.0539203454238248,0.09681780434617397,week+s mayb+e
month,3.2328277008129485,0.051001462461174485,-0.11354751729551975,-0.05344694977751883,0.09603410345596063,month
mayb+e month,3.2328277008129485,0.051001462461174485,-0.11354751729551975,-0.05344694977751883,0.09603410345596063,mayb+e month
month most,3.21585006989896,0.05065182226301673,-0.1125618206117231,-0.05293024702135751,0.09517766597627082,month most
that year,3.1839439816427886,0.049983108148449286,-0.1106810007598752,-0.05194364013392651,0.09353933029130011,that year
ago,3.175527923231501,0.049804135107674244,-0.11017859696019458,-0.05167994593408654,0.09310077092149163,ago
year ago,3.175527923231501,0.049804135107674244,-0.11017859696019458,-0.05167994593408654,0.09310077092149163,year ago
52-year-old,3.1592326349618376,0.04945447964768303,-0.10919824178841052,-0.0511652056185372,0.09224386516258022,52-year-old
the 52-year-old,3.1592326349618376,0.04945447964768303,-0.10919824178841052,-0.0511652056185372,0.09224386516258022,the 52-year-old
52-year-old still,3.1360395898807325,0.04894958649294509,-0.10778537305687454,-0.050422936234413,0.09100626467256474,52-year-old still
still living,3.1271530600330792,0.048753845147633756,-0.10723848537001404,-0.05013548255281848,0.09052637723330614,still living
+4617,3.108608193552909,0.04834120324422449,-0.10608716771307174,-0.04953007483425568,0.0895145668538619,+4617
living +4617,3.108608193552909,0.04834120324422449,-0.10608716771307174,-0.04953007483425568,0.0895145668538619,living +4617
+4617 chars,3.1003589108209795,0.0481558182788506,-0.10557061537682015,-0.0492583385461035,0.08905992407459577,+4617 chars
Storm,3.5135951001892236,0.05529669002010625,-0.010072972822249652,0.10842416333281688,-0.16226049439977147,Storm
arkansas storm,3.5135951001892236,0.05529669002010625,-0.010072972822249652,0.10842416333281688,-0.16226049439977147,arkansas storm
Team,3.5406596268527597,0.05427499634322515,-0.01097234924780583,0.11228738096042204,-0.16479580679428016,Team
storm team,3.5406596268527597,0.05427499634322515,-0.01097234924780583,0.11228738096042204,-0.16479580679428016,storm team
Forecast,3.564653550218632,0.05326413140653353,-0.011849855831158206,0.115913303681382,-0.1671026030935607,Forecast
team forecast,3.564653550218632,0.05326413140653353,-0.011849855831158206,0.115913303681382,-0.1671026030935607,team forecast
forecast severe,3.617368688770566,0.05066193952016387,-0.014083102570101832,0.12462171781600662,-0.17239706985121464,forecast severe
chances,3.6589664236694586,0.04819581208332492,-0.016192919605368384,0.13230886547316642,-0.17683298776272002,chances
severe chance+s,3.6589664236694586,0.04819581208332492,-0.016192919605368384,0.13230886547316642,-0.17683298776272002,severe chance+s
Saturday,8.901851435484183,0.000388346196260536,-0.06872828475802452,0.1263484170981806,-0.06456629092343681,Saturday
chance+s saturday,3.735506686205103,0.042546409088625656,-0.021072593532756364,0.14867284126821492,-0.18573258636708714,chance+s saturday
saturday saturday,3.735506686205103,0.042546409088625656,-0.021072593532756364,0.14867284126821492,-0.18573258636708714,saturday saturday
features,3.923728689660663,0.021008886615806886,-0.04056141404225522,0.20379296858973758,-0.21304830853697843,features
saturday feature+s,3.923728689660663,0.021008886615806886,-0.04056141404225522,0.20379296858973758,-0.21304830853697843,saturday feature+s
level,4.249115345207735,-0.03955978196936758,-0.09914601955137971,0.33393697449820436,-0.27747001651670194,level
feature+s level,4.249115345207735,-0.03955978196936758,-0.09914601955137971,0.33393697449820436,-0.27747001651670194,feature+s level
out,5.168199472823607,0.03677457948959993,-0.09765362487809931,0.14039896803083318,-0.09087684210434095,out
level out,4.0817355310855215,0.015802875287371707,-0.04181303713745409,0.21755164510521305,-0.2250841135724036,level out
out risk,4.077068864766083,0.03553485588489395,-0.019107049065901514,0.1707333882373202,-0.2088952674854106,out risk
for sever+e,6.166444172354017,-0.022100713579156016,-0.013548695958250196,0.0893375591035286,-0.05503787665003335,for sever+e
main,4.3191599720095235,0.05266394006582678,0.019491137043991042,0.1180330548493809,-0.20483298371022593,main
the main,4.3191599720095235,0.05266394006582678,0.019491137043991042,0.1180330548493809,-0.20483298371022593,the main
main threat,4.393113205615969,0.051737429978067614,0.026351160704160482,0.11525483819508493,-0.20830305415136477,main threat
likely,6.1505113549259605,0.0014220115695710014,0.03311219743491261,0.08971665780243353,-0.1280141484976316,likely
threat likely,4.589379988306931,0.04411846918471475,0.04421825747431845,0.11569026840021847,-0.22128565125467556,threat likely
damaging,16.247321257518088,0.09525099683528403,-0.025857986539774943,0.0660193173805571,-0.14205919818690613,damaging
likely damaging,4.808144761461954,0.026747297878082416,0.06243853681568516,0.13053019128928858,-0.2426201641439048,likely damaging
damaging wind,5.4374255917435015,-0.052367774387211484,0.12983257500424275,0.1914103847247041,-0.32701647488859886,damaging wind
but,9.30477173246147,0.050091645084004,0.060540408527328164,0.0419783481761214,-0.1585521151853473,but
gusts but,5.220389010462988,0.06295262807073682,0.031446270138143155,0.1078124465452608,-0.2186022850292676,gusts but
there,5.298171552516939,0.07895556156881349,0.016075346131038473,0.09562944660789195,-0.2045896472923699,there
but there,5.298171552516939,0.07895556156881349,0.016075346131038473,0.09562944660789195,-0.2045896472923699,but there
there threat,4.393113205615969,0.051737429978067614,0.026351160704160482,0.11525483819508493,-0.20830305415136477,there threat
threat for,6.741995936930699,0.13389863527315285,-0.05887398584272805,0.040079758896221764,-0.12513546499377023,threat for
for large,14.45649156581763,0.13260808810253907,-0.10639502376203802,-0.004670101529400157,-0.03323236655251488,for large
and ...,6.553342323992598,0.16227945146286946,-0.04835613248834179,0.05225368091730228,-0.18581051150741248,and ...
... thursday,6.087415235952159,0.1539618836896738,-0.04250509372227286,0.054471273058743726,-0.18383533165090624,... thursday
central,11.156389909855182,0.09733025972935357,-0.042875801644585564,0.03266129807280599,-0.09051607169012557,central
thursday central,5.278774494136136,0.13701190782652278,-0.03137368513102772,0.05808337177404405,-0.17829892981132792,thursday central
central arkansas,4.958632034062306,0.12932656491901445,-0.026740254182034448,0.05921087347483712,-0.17491751809093214,central arkansas
feature,4.579029863002171,0.11945078227310184,-0.021238178672715467,0.06006499627579982,-0.1695449004104462,feature
arkansas feature,4.579029863002171,0.11945078227310184,-0.021238178672715467,0.06006499627579982,-0.1695449004104462,arkansas feature
increasing,4.421367938151704,0.11509929568150987,-0.018993965341960475,0.06019574511174272,-0.16675293458423357,increasing
feature increasing,4.421367938151704,0.11509929568150987,-0.018993965341960475,0.06019574511174272,-0.16675293458423357,feature increasing
clouds,4.247334825014407,0.11012115086558065,-0.01657457411952811,0.060137842076281825,-0.16320131883360456,clouds
increasing clouds,4.247334825014407,0.11012115086558065,-0.01657457411952811,0.060137842076281825,-0.16320131883360456,increasing clouds
